1,0.5015000000000001
2,0.5015000000000001
3,0.4964375
4,0.4753125
5,0.4661875
6,0.4486875
7,0.43543750000000003
8,0.41900000000000004
9,0.39575000000000005
10,0.36550000000000005
11,0.32325000000000004
12,0.271625
13,0.21912500000000001
14,0.17118750000000005
15,0.12668749999999995
16,0.09175
17,0.06343750000000004
18,0.041437500000000016
19,0.025812500000000016
20,0.015812500000000007
21,0.010437499999999988
22,0.005812499999999998
23,0.0031875000000000098
24,0.0016249999999999876
25,0.0006249999999999867
26,6.249999999996536e-05
27,6.249999999996536e-05
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
