1,0.3918932427029188
2,0.26839264294282283
3,0.13959416233506594
4,0.005947620951619381
5,0.005497800879648129
6,0.0052978808476609185
7,0.005097960815673708
8,0.005047980807676877
9,0.005047980807676877
10,0.004998000799680158
11,0.004748100759696117
12,0.0020991603358656574
13,0.0018992403038784467
14,0.0009496201519392233
15,4.9980007996830444e-05
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
