1,0.49975009996001596
2,0.4924030387844862
3,0.49010395841663335
4,0.4713114754098361
5,0.4457716913234706
6,0.44077369052379045
7,0.42862854858056776
8,0.4105357856857257
9,0.38859456217513
10,0.35315873650539786
11,0.31827269092363053
12,0.2742902838864454
13,0.2271591363454618
14,0.17637944822071172
15,0.13159736105557773
16,0.095811675329868
17,0.06792283086765294
18,0.04563174730107955
19,0.029938024790084006
20,0.018842463014794086
21,0.011695321871251552
22,0.006647341063574563
23,0.0034486205517793023
24,0.0017992802878848968
25,0.0005497800879648018
26,0.0002499000399840412
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
